madde_id,madde,on_taki
72953,ümit bırakmak,
72954,ümit etmek,
72955,ümit kesmek,
72956,ümit serpmek,
72957,ümit uyanmak,
72958,ümit vermek,
72959,ümide düşmek,
72960,ümide kapılmak,
72961,ümidi boşa çıkmak,
72962,ümidi kırılmak,
72963,ümidi sönmek,
72964,ümidini kesmek (veya kaybetmek),
72965,ümidini kırmak,
72976,ümitsizliğe düşmek,
72984,ümüğüne sarılmak (veya basmak),
72985,ümüğünü sıkmak,
72987,ün almak (veya kazanmak veya salmak veya yapmak),
72988,üne kavuşmak,
73062,ürküntü vermek,
73074,ürperti vermek,
73080,ürümesini bilmeyen köpek sürüye kurt getirir,
73082,ürüyen köpek ısırmaz,
73105,üst başı,(bir yerin)
73106,üst çıkmak (veya gelmek),
73107,üste çıkmak,
73108,üstten bakmak,
73109,üstü kalsın,
73110,üstüme (veya üstümüze veya üstünüze) sağlık (veya iyilik sağlık veya şifalar),
73111,üstünde durmak,
73112,üstünde hakkı olmak,
73113,üstünde kalmak,
73114,"üstündeki üstünde, başındaki başında",
73115,üstünden akmak,
73116,üstünden atmak,
73117,üstünden dökülmek,
73118,üstünden geçmek,
73119,üstünden geçmek,(birinin) 
73120,üstünden (şu kadar zaman) geçmek,
73121,üstünden kibarlık akmak,
73122,üstünden silindir gibi geçmek,(birinin) 
73123,üstüne alınmak,
73124,üstüne almak,
73125,üstüne atmak,
73126,üstüne basmak,
73127,üstüne bir bardak (soğuk) su içmek,
73128,üstüne bir iki güneş doğmak,
73129,üstüne çekmek,
73130,üstüne çullanmak,
73131,üstüne düşmek,
73132,üstüne fenalık gelmek,
73133,üstüne geçirmek,
73134,üstüne gelmek,(bir şeyin) 
73135,üstüne gitmek,
73136,üstüne gül koklamamak,
73137,üstüne güneş doğmamak,(birinin) 
73138,üstüne kalmak,
73139,üstüne kapanmak,
73140,üstüne koymak,
73141,üstüne kuma gelmek,
73142,üstüne kuş kondurmak,
73143,üstüne olmamak,
73144,üstüne oturmak,
73145,üstüne ölü toprağı serpilmiş gibi,
73146,üstüne perde çekmek,
73147,üstüne sevmek,
73148,üstüne titremek,
73149,üstüne toz kondurmamak,
73150,üstüne tuz biber ekmek,
73151,üstüne üstüne gitmek,
73152,üstüne varmak,(birinin) 
73153,üstüne vazife olmamak,(birinin) 
73154,üstüne yaptırmak,
73155,üstüne yatmak,
73156,üstüne yıkılmak,(birinin) 
73157,üstüne yıkmak,(birinin) 
73158,üstüne yok,
73159,üstüne yüklenmek,(birinin veya bir şeyin) 
73160,üstüne yürümek,(birinin) 
73909,arap gibi olmak,
73910,arap olayım,
74038,takiye yapmak,
74042,tarsin etmek,
74110,ebedî uykuya dalmak,
74127,daldan dala konmak,
74142,dünyaevine girmek,
74150,şıp diye,
74173,kaça patlamak,
74205,"kırkyıllık Yani, olur mu Kâni",
74239,meydanda bırakmak,
74338,oynaşlık etmek,
74377,ya bu deveyi gütmeli ya bu diyardan gitmeli,
74378,ya deve ya deveci (veya deve üstündeki hacı),
74379,ya devlet başa ya kuzgun leşe,
74380,ya herrü ya merrü,
74381,ya huyundan ya suyundan,
74406,baklava börek olsa yemem,
74412,Acem kılıcı gibi,
74501,dilden dile aktarılmak,
74502,dilden dile dolaşmak,
74503,dilden dile geçmek,
74623,"acıyan uyumuş, acıkan uyumamış",
74666,şu denli,
74667,şu günlerde (veya sırada),
74668,şu kadar,
74669,şu kadar ki,
74670,şuna bak!,
74671,şundan,
74672,şunun şurası,
74673,şusu busu,
74692,payandalık etmek,
74720,galop yapmak,
74783,tek pas yapmak,
74810,pert olmak,
74811,perte çıkmak,
74817,degaj yapmak,
74831,gün ışığına çıkmak,(bir durum) 
74837,fil dişi kuleden bakmak,
74838,fil dişi kuleye çekilmek,
74841,diz üstü çökmek,
74878,ketenpereye gelmek,
74879,ketenpereye getirmek,
74915,kahkaha tufanı kopmak,
74946,yaka paça etmek (veya götürmek),
74951,alacağı vereceği kalmamak (veya olmamak),
74968,ahım şahım olmamak,
75009,kafadan atmak,
75031,bir daha mı,
75034,bir dereceye kadar,
75096,bahis mevzusu olmak,
75099,cadı kazanı gibi kaynamak,
75117,liste dışı kalmak,
75121,mavra atmak (veya sıkmak),
75124,kara yasa bürünmek,
75224,mobilize etmek,
75282,sayesinde sayeban olmak,
75310,seyreyle gümbürtüyü,
75345,siya siya gitmek,
75370,suç duyurusunda bulunmak,
75427,tadil etmek,
75466,ters ters bakmak,
75468,ters yüzü geri dönmek,
75626,karınca yuvası gibi,
75627,karınca yuvası gibi kaynamak,(bir yer) 
75646,katı kalpli olmak,
75735,kontör yüklemek,
75738,kontrpiyede kalmak,
75745,koyu koyu düşünmek,
75775,küçük abdesti gelmek,
75906,on paralık etmek,
75912,onmadık yılın yağmuru harman vakti yağar,
76046,salto atmak,
76165,abdestsiz yere basmamak (veya adım atmamak),
76201,asıda olmak (veya kalmak),
76274,ce demeye mi geldin?,
76353,elden almak,
76362,format atmak (veya çekmek),
76392,çiğ çiğ yemek,(birini)
76405,cankulağı ile dinlemek,
76417,medyunuşükran olmak,
76422,varsay ki,
76429,denk yapmak,
76483,eli koynunda kalmak,
76531,kana kan istemek,
76544,kıssadan hisse almak (veya çıkarmak),
76548,kötü haber tez duyulur,
76576,temcit pilavı gibi (ısıtıp ısıtıp öne sürmek),
76617,Osmanlı tokadı atmak,
76618,Osmanlı tokadı yemek,
76645,ölüevi gibi,
76676,gözü yolda (veya yollarda) kalmak (veya olmak),
76678,gözü yüksekte (veya yükseklerde) olmak,
76694,"zürefanın düşkünü, beyaz giyer kış günü",
76722,haddikifayeyi bulmak,
76733,hapishane kaçkını gibi,
76740,tebdilimekânda ferahlık vardır,
76757,ev sahipliği yapmak,
76762,arka plana kaymak,
76763,arka plana itilmek,
76775,harem selamlık olmak,
76779,peydah olmak,
76789,pimpiriklik etmek,
76818,atılı bulunmak,
76939,asist yapmak,
76983,defihacet etmek,
76995,print etmek,
77013,küfranlık etmek,
77015,burnunun direği sızlamak,
77016,burnunun direğini kırmak,
77017,burnunun direği kırılmak (veya düşmek),
77028,tıkırında gitmek (veya olmak veya yürümek),
77033,absorbe olmak,
77034,absorbe etmek,
77036,kameti artırmak,
77037,kamet getirmek,
77053,zıkkımın kökünü (veya pekini veya dibini) ye!,
77061,düğmük atmak,
77066,dış kapının mandalı,
77072,kolpoya düşmek (veya gelmek),
77074,enjekte etmek,
77090,eli dar (veya darda) olmak,
77097,beş parasız kalmak,
77100,bocuk domuzuna dönmek,
77106,sineyimillete dönmek,
77152,göz göz olmak,
77154,göz (veya gözünün) önünde olmak,
77155,göz önünde tutmak (veya bulundurmak),
77156,gözü önünde,(birinin) 
77168,kirli çamaşırlarını ortaya dökmek,
77170,Karaman'ın koyunu sonra çıkar oyunu,
77192,pasta çekmek,
77235,adı sanı olmak,
77249,aklı başında olmamak,
77265,fön çekmek,
77359,ana rahmine düşmek,
77362,atbaşı (beraber) gitmek (veya gelmek),
77364,rahleitedrisinden geçmek,
77368,dersbaşı etmek (veya yapmak),
77411,sıra saygı gözetmek,
77415,akıl kârı olmamak,
77418,akrep gibi,
77435,altın yürekli olmak,
77475,arifane ile,
77513,çıfıtlık etmek (veya yapmak),
77545,Mevla'sına kavuşmak,
77722,sakınılan göze çöp batar,
77734,kuvvetle muhtemel,
78014,zayi etmek,
78015,zayi olmak,
78017,zayiat vermek,
78019,zayiçesine bakmak,(birinin) 
78027,zebun etmek,
78028,zebun kalmak,
78029,zebun olmak,
78030,zebunu olmak,
78049,zehaba (veya zehabına) kapılmak,
78050,zehapta bulunmak,
78052,zehir gibi,
78053,zehir kesilmek,
78054,zehir saçmak,
78066,zehir zıkkım olsun,(yediği) 
78075,zekât vermek,
78082,zelil etmek,
78083,zelil olmak,
78088,zemberek gibi,
78089,zemberek kurulmak,
78090,zembereği boşalmak (veya boşanmak),
78100,zemin hazırlamak,
78101,zemin ve zamana uygun,
78108,zemzem kuyusuna işemek,
78109,zemzemle yıkanmış olmak,
78111,zemzem suyu ile yıkanmak,
78119,"zengin arabasını dağdan aşırır, fakir düz ovada yolunu şaşırır",
78120,zengin etmek,(birini) 
78121,zenginin malı züğürdün çenesini yorar,
78122,zengin olmak,
78131,zenneye çıkmak,
78144,zerk etmek,
78146,zerre kadar,
78147,zerresi (veya zerre kadar eseri) kalmamak (veya olmamak veya yok),
78153,zevahiri kurtarmak,
78155,zeval bulmak,
78156,zeval vermemek,
78157,zevale ermek,
78158,zevale yüz tutmak,
78159,zevali olmak,(birine) 
78169,zeveban etmek,
78171,zevk almak (veya duymak),(bir şeyden) 
78172,zevk etmek,
78173,zevk için,
78174,zevki çıkmak,
78175,zevkinde olmak,
78176,zevkine bakmak,
78177,zevkine gitmek,
78178,zevkine ermek (veya varmak),
78179,zevkini çıkarmak,
78180,zevkini okşamak,
78181,zevkten dörtköşe olmak,
78187,zevkli gelmek,
78188,zevkli geçmek,
78196,zevzeklik etmek,
78206,zeytin dalı uzatmak,
78219,zeytinyağı gibi üste çıkmak,
78237,zılgıt vermek,
78238,zılgıt yemek,
78276,zınk diye durmak,
78278,zıp diye çıkmak,
78316,zırıltı çıkarmak,
78324,zırnık (bile) koklatmamak,
78325,zırnık (bile) vermemek,
78333,zırva tevil götürmez,
78338,zıt gitmek,
78339,zıddı olmak,
78340,zıddına basmak (veya gitmek),
78348,zıvanadan çıkarmak,(birini) 
78349,zıvanadan çıkmak,
78357,zifafa girmek,
78362,zifos atmak,(birine) 
78364,zift gibi,
78365,zift yesin,
78366,ziftin pekini yesin,
78375,zihin açmak,
78376,zihin yormak,
78377,zihinde (veya zihninde) yer etmek,
78378,zihni açılmak,
78379,zihni boşalmak,
78380,zihni bulanmak (veya karışmak),
78381,zihni takılmak,(bir şeye) 
78382,zihnine girmek,(birinin) 
78383,zihnine yerleştirmek,(bir şeyi) 
78384,zihnini altüst etmek,
78385,zihnini bozmak,(biri bir şeyle) 
78386,zihnini bulandırmak,(bir şey birinin) 
78387,zihnini çelmek,
78388,zihnini dağıtmak,
78389,zihnini kurcalamak (veya tırmalamak),
78390,zihnini oynatmak,
78391,zihnini toplamak,
78406,zikri geçmek,
78414,zikzak yapmak,
78419,zil takıp (veya çalıp) oynamak,
78423,zillete düşmek,
78427,zilsiz oynamak,
78431,zilzurna olmak,
78434,zimmetine geçirmek,(birinin) 
78435,zimmet çıkarmak,
78436,zimmetine geçirmek,(bir şeyi) 
78441,zincir gibi,
78442,zincir vurmak,(birine) 
78443,zincire vurmak,(birini) 
78454,zindan etmek,
78455,zindan gibi,
78456,zindan kesilmek,(bir yer) 
78457,zindan olmak,(bir yer) 
78461,zinde tutmak,
78476,zirveye çıkmak,
78483,zirzopluk etmek,
78488,ziyade olsun!,
78493,ziyafet çekmek (veya vermek),
78494,... ziyafeti çekmek (veya vermek),
78496,ziyan etmek,
78497,ziyan olmak,
78498,ziyan zebil olmak,
78499,ziyanı yok,
78504,ziyaret etmek,
78512,zokayı yutmak,
78514,zom olmak,
78526,zor gelmek,
78527,zor kullanmak,
78528,zor oyunu bozar,
78529,zora binmek,
78530,zora gelememek,
78531,zora koşmak,
78532,zoru olmak,
78533,zorun ne?,
78534,zoruna gitmek,(bir şey birinin) 
78535,zorunda bırakmak,
78536,zorunda kalmak (veya olmak),
78539,zor alıma çarpmak,
78543,zorbalık etmek,
78549,zorla güzellik olmaz,
78564,zorluk çıkarmak (veya göstermek),
78568,zorunlu kılmak,
78569,zorunlu olarak,
78577,zuhur etmek,
78582,zula etmek,
78583,zulaya atmak,
78588,zulüm görmek,
78590,zum yapmak,
78592,zurna gibi,
78593,"zurnada peşrev olmaz, ne çıkarsa bahtına",
78594,zurnanın zırt dediği yer,
78596,zurnacının karşısında limon yemek gibi,
78602,züğürt olup düşünmektense uyuz olup kaşınmak yeğdir,
78614,zül saymak (veya addetmek),
78619,zülfüyâre dokunmak,
78627,Zümrüdüanka gibi,
78629,zümrüt gibi,
78640,züppelik etmek,
78642,zürafa gibi,
78704,yalakalık etmek,
78728,halüsinasyon görmek,
78734,yakın takibe almak,
78762,ağız ağıza vermek (veya konuşmak),
78781,uzaktan kumanda etmek,
78823,birinci elden kaynağa gitmek,
78964,tahtalıköyü boylamak,
78970,tane tane söylemek (veya konuşmak veya anlatmak),
78975,tastir etmek,
78988,tefeül etmek,
79014,tok tok yürümek,
79037,meyancılık etmek,
79065,para pul tutmamak,
79126,pıllım pıllım olmak,
79129,pışt demek,
79141,pis pis düşünmek,
79142,pis pis bakmak,
79143,pis pis gülmek (veya sırıtmak),
79165,pul pul dökülmek,
79166,pul pul olmak,
79168,pürdikkat kesilmek,
79358,bir paralık etmek,
79735,geri geri çekilmek,
79750,onu bunu bırak,
79754,ortada bırakmak,
79755,ortada fol yok yumurta yok,
79756,ortada kalmak,
79757,ortada olmak,(iş) 
79806,cillop gibi,
79842,boynu eğri olmak,
79845,"dağ başına harman yapma, savurursun yel için, sel önüne değirmen yapma, öğütürsün el için",
79846,"dağ başına kış gelir, insanın başına iş gelir",
79847,dağ başından duman eksik olmaz,
79975,tepeüstü düşmek,
80566,başta gelmek,
80567,başta gitmek,
80571,aslı astarı olmamak,
80574,ah vah etmek (veya demek),
80575,ahı gitmek vahı kalmak,
80577,akşamdan kalmış (veya kalma),
80578,"akşamdan kavur, sabaha savur",
80579,akşamdan sonra merhaba,
80592,alt yanı çıkmaz sokak,
80660,Karamürsel sepeti sanmak,
80662,solda sıfır kalmak,
80777,siyem siyem ağlamak,
80778,siyem siyem yağmak,
80782,tuş olmak,
80783,tuşa getirmek,
80826,ha bugün ha yarın,
80827,ha hoca Ali ha Ali hoca,
81912,"allahı çok, insanı az bir yer",
82001,bir tuhaf olmak,
82596,ayırt etmek,
82599,ayrısı gayrısı olmamak,
82701,lime lime olmak,
82702,lime lime etmek,
83036,azıksız yola çıkanın iki gözü el torbasında olur,
83039,"dediğim dedik, öttürdüğüm (veya çaldığım) düdük",
83245,vaziyet etmek,
83247,"el ağzına bakan, karısını tez boşar",
83248,el arı düşman gayreti,
83249,el beğenmezse yer beğensin,
83250,el elin aynasıdır,
83251,el elin eşeğini türkü çağırarak arar,
83252,"el elin nesine, gülerek gider yasına",
83253,el eliyle yılan tutulur,
83254,el için ağlayan gözden olur,
83255,"el için kuyu kazan, evvela kendisi düşer",
83256,"el için yanma nâra, yak çubuğunu bak keyfine",
83257,el ile gelen düğün bayram,
83258,el iyisi olmak,
83259,el kazanıyla aş kaynamaz,
83260,el kazanıyla aş kaynatmak,
83261,el yumruğu yemeyen kendi yumruğunu değirmen taşı sanır,
83262,"elden gelen öğün olmaz, o da vaktinde bulunmaz",
83263,"elden vefa, zehirden şifa",
83264,ele güne karşı,
83265,"ele verir talkını (veya telkini), kendi yutar salkımı",
83266,elin ağzı torba değil ki büzesin,
83269,eli böğründe kalmak,
83322,"er ekmeği, meydan ekmeği",
83735,hüsnüzan etmek,
83761,nüks etmek,
83984,alavere dalavere yapmak (veya çevirmek),
83999,Hak getire,
84000,Hakk'ın rahmetine kavuşmak (veya Hakk'a kavuşmak veya Hakk'a yürümek),
84043,bir hoşluğu olmak,
84100,şart şurt tanımamak,
84119,karnı tok sırtı pek olmak,
84136,kızevi naz evi,
84194,ifham etmek,
84196,derhatır etmek,
84233,kötü yola düşmek,
84234,kötü yola sapmak,
84235,kötü yola sürüklemek,
84236,kötü yola saptırmak,
84242,kulağı kirişte olmak,
85165,in gibi,
86030,ona buna dil uzatmak,
86085,ağır yara almak,
86137,süt ineği gibi sağmak,
86187,batkıya uğramak,
86254,değer düşümüne uğramak,
86266,avaz avaz bağırmak,
86615,akıl hocalığı taslamak,
86616,akıl hocalığı yapmak,
86623,bulunmaz Bursa (veya Hint) kumaşı,
86639,devre dışı kalmak,
86640,devre dışı tutmak (veya bırakmak),
86779,sabunköpüğü gibi sönmek,
86806,orta katı kiraya vermek,
86810,tek vücut olmak,
86820,ikinci baharı yaşamak,
86889,ağız bağı yapmak,
86893,ağlama duvarına dönmek,
86916,eli mahkûm olmak,
86919,can simidi olmak,
86934,çemişlik etmek,
86968,pik yapmak,
87035,yanıt hakkı doğmak,
87073,allameicihan olmak,
87275,zil kalmak,
87308,başı dik olmak,
87318,sırça köşkte oturan komşusuna taş atmamalı,
87329,arpacı kumrusu gibi düşünmek,
87332,ölüm kalım meselesi (veya savaşı) yapmak (veya olmak),
87338,miçoluk etmek,
87371,şınav çekmek,
87429,defibela kabîlinden,
87431,defigam etmek,
87499,son yolculuğa çıkmak,
87500,son yolculuğa uğurlamak,
87554,çisen çisen yağmak,
87588,stop etmek,
87603,zambırından geçilmemek,
87620,ladesli olmak,
87673,emir komuta zinciri içinde olmak,
87996,tatava etmek,
89574,mart kedisi gibi,
89898,kukumav gibi,
89952,kürünü kırmak,
89953,kürünü öldürmek,
90176,çıkıntılık etmek (veya yapmak),
90197,devede kulak (veya kulak gibi) kalmak,
90284,aslı faslı olmamak,
90285,aslı faslı yok,
90309,bis yapmak,
90334,bir lokma bir hırka,
90368,revaçta olmak,
90401,duygu sömürüsü yapmak,
90403,robot resmini çizmek (veya yapmak),(birinin) 
90454,soğan ekmeğe kalmak,
90484,afal afal bakmak,
90488,düğüm düğüm olmak (veya düğümlenmek),
92209,altın çağını yaşamak,
92268,herkül gibi,
92317,sotaya düşürmek,
92318,sotaya yatmak,
92411,"aba vakti aba alan, yaba vakti yaba alan aldanmamıştır",
92435,abosa etmek,
92452,acı kılmak,
92455,"acıyan uyumuş, acıkan uyumamış",
92459,açgözlük etmek ,
92469,açıkgözlük etmek ,
92480,açık saçık giyinmek,
92488,adam eksiltmek,
92489,adam gibi adam,
92490,adam içine çıkamamak,
92495,adamlık etmek (veya yapmak),
92505,adı sanı olmamak,
92508,adrenalini yükseltmek,
92521,ağır bir yükten kurtulmak,
92531,ağzına almamak,
92533,ağız dalaşı etmek,
92551,akıntı vermek,
92564,akan su yosun tutmaz,
92576,al al olmak,
92577,alabora etmek ,
92594,alçı çekmek ,
92598,alev alev yanmak,
92613,Allah acısın ,
92614,Allah affetsin,
92615,Allah be,
92616,Allah encamını hayretsin,
92617,Allah işini rast getirsin,
92618,"Allah'ın emriyle, peygamberin kavliyle",
92622,al (veya alalım),
92623,al başına belayı,
92631,altından kalkmak,
92632,altını yakmak ,
92642,alt çenesinden girip üst çenesinden çıkmak,
92646,altın çağını yaşamak ,
92653,altın suyuna batırmak,
92661,aman bırakmamak,
92662,aman ya Rabbi,
92663,amana getirmek,
92664,amanı mamanı yok,
92666,aman aralık vermemek,
92667,aman zaman vermemek,
92668,amanı zamanı yok,
92682,amorti çıkmak (veya vurmak),
92683,"analar taş yesin, yarım yarım beş yesin",
92684,ananın karnında dokuz ay nasıl durdun?,
92685,anası onu Kadir Gecesi doğurmuş,
92686,anasını sattığımın …,
92691,anafora kapılmak,
92692,anafora vermek,
92694,anahtar deliğinden bakmak,
92698,analı babalı büyüsün,
92732,antikalık etmek (veya yapmak),
92745,aport etmek,
92757,arafta kalmak,
92759,ara gazı vermek,
92770,arasatta kalmak,
92776,arı kovanı gibi,
92777,arı kovanına (veya yuvasına) çomak sokmak,
92780,arıza çıkarmak,
92783,ariza vermek (veya sunmak),
92785,arkasından söylemek,
92786,arkadaşsız kalmak,
92791,arma budamak,
92792,armonize etmek,
92796,armuz açmak,
92800,arşa çıkmak,
92801,arşı tutmak,
92803,arşınına göre bez vermek,
92804,ardına adam takmak,
92805,ardından teneke çalmak,
92806,ardını boşlamak,
92814,artistlik etmek (veya yapmak),
92819,arz edilmek,
92820,arz olunmak,
92822,arza girmek,
92823,arzu buyurmak,
92827,asan eylemek,
92830,asabı bozulmak,
92831,asabı gerilmek,
92832,asabını bozmak,
92840,asfalt ağladı,
92841,asfalt kesilmek,
92847,aslına çekmek,
92848,aslı gibidir,
92850,asıntıda bırakmak,
92851,asıntıda (veya asıntı hâlinde) kalmak,
92866,asker toplamak,
92867,askı indirmek,
92868,askıntılık etmek (veya yapmak),
92869,"aslanın adı çıkmış, çakallar baş keser",
92873,aşıramento etmek,
92874,aşırı kaçmak,
92875,aşırıya kaçmak,
92878,aşna fişnelik etmek,
92879,atağa kalkmak,
92884,atar yapmak,
92888,atarlı olmak,
92890,(birini) ateşe atmak,
92897,atıl kalmak,
92911,atom karınca gibi,
92920,avantaj kullanmak,
92921,avantaja bırakmak,
92922,avara etmek,
92924,(makinenin bir bölümünü) avaraya almak,
92925,avara durmak (veya kalmak),
92927,avara kasnak (gibi) dolaşmak (veya gezinmek),
92929,ayakları yerden kesilmek,
92944,ayıpsız yâr arayan (veya dost isteyen) yârsiz (veya dostsuz) kalır,
92945,ayırdına varmak,
92946,ayin yapmak,
92948,ayna tutmak,
92949,aynalık etmek,
92956,ayrım gözetmemek,
92964,az ... değil,
92966,azat edilmek,
92971,azizlik olsun diye,
92972,(bir şeyin) azizliğine uğramak,
92985,alım çalım yapmak,
92995,alan razı satan razı,
92998,aşna fişne yapmak (veya etmek),
93011,çıkma olmak,
93014,alaşağı etmek,
93034,avurt satmak,
93036,ayazı kırmak,
93039,… geçmişi (olmak),
93040,geçe kalmak,
93048,darbe yapmak,
93070,baba hindi gibi kabarmak,
93089,yarıya vermek,
93125,balgam atmak,
93143,dilini ballamak,
93157,balyaj yapmak,
93158,balyaj yaptırmak,
93175,bareme geçmek (veya girmek),
93188,tahakküm kurmak,
93190,başa (veya başına) kakmak (veya kakınç etmek),
93191,başı dumanlanmak,
93192,başın (veya başınız) sağ olsun,
93193,başına belayı sardırmak,
93194,başını yaptırmak,
93203,başıboş dolaşmak (veya gezmek),
93206,başı kalabalık olmak,
93214,başlarım (veya başlayacağım) ...,
93225,baştan almak,
93232,yanı gerisinde durmak,
93245,bayilik vermek,
93249,bayrak kaldırmak,
93265,bedel ödemek,
93268,beğeni kazanmak,
93269,sakınca görmemek,
93270,belasını beklemek,
93278,tebarüz ettirmek,
93285,ben düşmek,
93291,... makla (veya ... mekle) beraber,
93293,berabere bitmek,
93294,berabere kalmak,
93296,berhane gibi,
93302,beslemelik etmek,
93311,lam cim dememek,
93312,beş para etmemek,
93318,bet bereket (veya beti bereketi) kalmamak (veya kaçmak),
93324,beyaz bayrak çekmek (veya açmak veya sallamak),
93339,beyni allak bullak olmak,
93340,beyni durmak,
93341,beyni zonklamak,
93342,beyninde seyyale dolaşmak,
93343,beynini kurcalamak,
93344,beynini yormak,
93345,beynini uyuşturmak,
93349,bez çözmek,
93355,aman efendim,
93357,köpeksiz köyde çomaksız dolaşmak (veya gezmek),
93375,bigâne kalmak,
93398,bilmezden gelmek,
93405,bir ayak üzerinde (veya üstünde),
93406,bir gülmedir almak (veya tutmak),
93407,bir hiç uğruna,
93408,bir atımlık barutu olmak (veya kalmak),
93410,birbirini kovalamak,
93422,birlikte yaşamak,
93456,bok gibi,
93457,boka sarmak,
93461,bollukta büyümek,
93462,bomba patlatmak,
93463,bombası patlamak,
93464,bombardımana tutmak,
93465,bombe yapmak,
93468,boncuk boncuk terlemek,
93469,borazan gibi,
93471,borç bilmek (veya saymak),
93472,borç takmak,
93473,borç vermek,
93474,borcu boğazını aşmak,
93475,borçlu kalmak,
93476,borçlu yatırmamak,
93481,boru gibi ötmek,
93484,bostan beygiri gibi,
93488,boş geçmek,
93497,boşan da semerini ye!,
93498,boşluğa düşmek,
93500,boyunu görmek,
93501,boya (veya boyasını) vermek,
93510,boynuzları yaldızlatmak,
93511,boyunduruk altına almak,
93512,boyunduruk vurmak,
93513,boyut kazanmak,
93514,bozguna uğratmak,
93516,insaniyet gütmek,
93517,... bozuntusu,
93531,dörtnalayı tutturmak,
93539,buna karşılık,
93540,bu cümleden olmak üzere,
93545,bukalemun gibi,
93546,bukalemun olmak,
93565,buradayım diye bağırmak,(bir şey)
93569,burnuna pis (veya kötü) kokular gelmek,
93570,burnuna halkayı takmak,
93571,burnundan gelmek,
93606,büyük resmi görmek,
93629,sağır duymaz (veya işitmez) uydurur (veya yakıştırır),
93649,bütünlemeye bırakmak,
93656,affınıza mağruren,
93718,bitkin düşmek,
93732,toplum dışılamak,
93737,,
93750,cahilliğine vermek,
93751,calip olmak,
93757,cami olmak,
93758,canından olmak,
93759,canını dar kurtarmak,
93760,canavara dönmek,
93761,cancağızı isterse,
93763,canı tatlı gelmek,
93767,can kuşunu uçurmak,
93771,car car ötmek,
93772,cari olmak,
93778,cayır cayır yanmak,
93784,cehenneme direk olmak,
93792,muharebe etmek,
93793,cennete düşmek,
93799,cebinde akrep olmak,
93809,cevap almak,
93810,ceviz kabuğu gibi sallanmak,
93817,cılcıbık kalmak,
93819,cılk kesmek,
93820,cılk olmak,
93822,cıllığı çıkmak,
93835,ciğeri dağlanmak,
93836,ciğeri parça parça olmak,
93837,ciğeri sökülmek,
93838,ciğerinden vurmak,
93839,ciğerine ateş düşmek,
93840,ciğerine geçmek,
93841,ciğerine yapışmak,
93842,ciğerini dağlamak,
93843,ciğerini kavurmak,
93844,ciğerini parçalamak,
93845,ciğerlerine çekmek,
93852,cihandan el çekmek,
93854,cila vurmak,
93860,cin cin gülmek,
93861,cin çağırmak,
93868,cinlik yapmak (veya etmek),
93876,cinsel istismarda bulunmak,
93877,cinsel istismara uğramak,
93886,cinslik etmek,
93908,cukkasını almak,
93912,cumbalak aşmak,
93915,curcunaya çıkmak,
93918,cüce kalmak,
93920,cüda kalmak,
93921,cümbüş patlamak,
93924,ağır yaralanmak,
93927,organize olmak,
93930,söke söke almak (veya geri almak),
93932,forma girmek,
93938,rengini almak,
93939,ilaç almak,
93940,hap almak,
93949,kışkırtmaya durmak,
93950,rakit bulmak,
93974,çözgü çözmek,
93978,değil mi?,
93988,altından almak,
93992,baştan kara etmek,
93993,baştan kara gitmek,
93997,bu kadar,
93998,bu kadar kusur kadı kızında da bulunur,
94005,bir günden bir güne,
94006,bir günlük beylik beyliktir,
94015,baskı görmek,
94016,baskı yemek,
94017,başına üşüşmek,
94018,akşama kadar,
94019,akşama kalmak,
94020,"akşama karşı gitme, tana karşı yatma",
94022,insanlığa sığmamak,
94037,piyastos etmek,
94038,piyastos olmak,
94039,plak doldurmak,
94040,plak yapmak,
94042,plaket almak,
94043,plaket vermek,
94062,plonjon yapmak,
94065,podyuma çıkmak,
94067,pofur pofur poflamak,
94076,polim atmak (veya yapmak),
94083,polyannacılık oynamak,
94107,posası çıkmak,
94110,postunu çıkarmak,
94111,postunu sermek,
94112,postunu sudan çıkarmak (veya kurtarmak),
94113,çaçaronluk etmek,
94116,çadır kurmak,
94117,çadır yıkmak,
94121,çak yapmak,
94129,pot olmak,
94151,pösteki saydırmak,
94152,pöstekiyi sermek,
94156,pratik yapmak,
94166,prim yapmak,
94174,promosyon yapmak,
94175,propaganda yapmak,
94178,protesto edilmek,
94182,istifayı dayamak,
94183,provizyon istemek (veya almak),
94184,provokatörlük etmek (veya yapmak),
94196,çare edememek,
94205,puan kazandırmak,
94217,çatır çatır söylemek,
94219,çay koymak,
94226,çehresinden okunmak,
94245,pupa gitmek,
94249,çekirdekten yetişmek,
94252,istifadesiz kılmak,
94258,,
94261,,
94266,istikşaf etmek,
94268,istikşafi görüşme,
94269,istim tutmak,
94270,istinat ettirmek,
94278,iş (veya işler) becermek,
94280,işe girişmek (veya koyulmak),
94282,işe sarılmak,
94284,işi çiş etmek,
94290,razılık vermek,
94307,işin içyüzünü bilmek,
94310,resepsiyon vermek,
94311,işaret çakmak,
94314,(...-in) resmidir,
94315,işgal eylemek,
94321,resital vermek,
94333,reverans yapmak,
94334,revolverini çekmek,
94335,reyini almak,
94343,işte o kadar,
94344,işte öyle,
94351,itle yatan bitle kalkar,
94353,rızkı kesilmek,
94354,rızkını taştan çıkarmak,
94357,rikkatine dokunmak,
94360,rivayet etmek (veya eylemek),
94364,riyaset etmek,
94366,robot gibi,
